2009;"c";"25.67165"
2009;"c#";"149.533203"
2009;"c++";"59.189342"
2009;"coffeescript";".00269"
2009;"css";"29.8894"
2009;"delphi";"9.402157"
2009;"go";".2955"
2009;"haskell";"1.545432"
2009;"java";"96.128372"
2009;"javascript";"75.988327"
2009;"matlab";"2.366554"
2009;"objective-c";"21.028591"
2009;"perl";"8.66739"
2009;"php";"64.596771"
2009;"powershell";"2.819407"
2009;"processing";"3.411102"
2009;"python";"48.723164"
2009;"r";"2.197892"
2009;"ruby";"35.233875"
2009;"scala";"2.289476"
2009;"shell";"5.489194"
2009;"sql";"0"
2009;"swift";"0"
2009;"xml";"19.943008"
2010;"c";"26.628849"
2010;"c#";"119.691658"
2010;"c++";"56.449196"
2010;"coffeescript";".070978"
2010;"css";"31.040283"
2010;"delphi";"7.041247"
2010;"go";".252245"
2010;"haskell";"1.980382"
2010;"java";"104.630447"
2010;"javascript";"77.064453"
2010;"matlab";"3.43285"
2010;"objective-c";"25.705126"
2010;"perl";"7.814888"
2010;"php";"79.846512"
2010;"powershell";"2.353376"
2010;"processing";"3.775251"
2010;"python";"46.596924"
2010;"r";"4.139104"
2010;"ruby";"43.575825"
2010;"scala";"3.765941"
2010;"shell";"4.567281"
2010;"sql";"0"
2010;"swift";".00271"
2010;"xml";"17.43914"
2011;"c";"19.606987"
2011;"c#";"97.608147"
2011;"c++";"43.10434"
2011;"coffeescript";".699818"
2011;"css";"33.702339"
2011;"delphi";"5.510923"
2011;"go";".310011"
2011;"haskell";"2.292913"
2011;"java";"95.237137"
2011;"javascript";"82.91571"
2011;"matlab";"3.639293"
2011;"objective-c";"30.09639"
2011;"perl";"5.394334"
2011;"php";"76.569649"
2011;"powershell";"2.54126"
2011;"processing";"3.758692"
2011;"python";"37.142174"
2011;"r";"5.07557"
2011;"ruby";"50.174328"
2011;"scala";"3.487525"
2011;"shell";"3.693418"
2011;"sql";"54.384808"
2011;"swift";".002026"
2011;"xml";"14.780712"
2012;"c";"19.443932"
2012;"c#";"88.691895"
2012;"c++";"40.17688"
2012;"coffeescript";".992216"
2012;"css";"36.99445"
2012;"delphi";"4.36304"
2012;"go";".635165"
2012;"haskell";"2.195786"
2012;"java";"98.880356"
2012;"javascript";"89.472694"
2012;"matlab";"4.813803"
2012;"objective-c";"26.69161"
2012;"perl";"4.631698"
2012;"php";"77.914963"
2012;"powershell";"3.319529"
2012;"processing";"3.525659"
2012;"python";"42.608047"
2012;"r";"7.001532"
2012;"ruby";"44.209217"
2012;"scala";"3.228649"
2012;"shell";"4.420236"
2012;"sql";"53.792835"
2012;"swift";".010214"
2012;"xml";"13.86688"
2013;"c";"18.952324"
2013;"c#";"79.571732"
2013;"c++";"38.36335"
2013;"coffeescript";".909217"
2013;"css";"41.547394"
2013;"delphi";"3.591437"
2013;"go";".99501"
2013;"haskell";"1.903567"
2013;"java";"98.022125"
2013;"javascript";"95.587959"
2013;"matlab";"5.540559"
2013;"objective-c";"22.129965"
2013;"perl";"4.363199"
2013;"php";"76.595909"
2013;"powershell";"3.765376"
2013;"processing";"3.322588"
2013;"python";"49.809757"
2013;"r";"9.213711"
2013;"ruby";"39.397442"
2013;"scala";"3.79974"
2013;"shell";"4.60744"
2013;"sql";"57.09259"
2013;"swift";".017456"
2013;"xml";"12.552423"
2014;"c";"17.860479"
2014;"c#";"72.942581"
2014;"c++";"36.764687"
2014;"coffeescript";".829759"
2014;"css";"40.810677"
2014;"delphi";"3.326378"
2014;"go";"1.672599"
2014;"haskell";"2.438513"
2014;"java";"99.103439"
2014;"javascript";"104.489212"
2014;"matlab";"5.803347"
2014;"objective-c";"22.004129"
2014;"perl";"3.766695"
2014;"php";"77.430237"
2014;"powershell";"3.641843"
2014;"processing";"3.525594"
2014;"python";"54.565868"
2014;"r";"11.443357"
2014;"ruby";"37.398544"
2014;"scala";"4.353972"
2014;"shell";"4.496487"
2014;"sql";"53.012375"
2014;"swift";"6.061895"
2014;"xml";"11.784834"
